claimlosscause,tpvehicledamage,tpvehicletowed,tpvehicledriveable,tpvehicletotalloss,tpvehiclerecovered,ivehicledamage,ivehicletowed,ivehicledriveable,ivehicletotalloss,ivehiclerecovered,trt__ivehicledamage,trt__ivehicledriveable,trt__ivehiclerecovered,trt__ivehicletotalloss,trt__ivehicletowed,trt__tpvehicledamage,trt__tpvehicledriveable,trt__tpvehiclerecovered,trt__tpvehicletotalloss,trt__tpvehicletowed,claimdecision,claimliability,claimlodgemethod,policyproducttype,policychannel,policypremiumbilling,new__claimdecision,new__claimliability,new__claimlodgemethod,new__policychannel,new__policypremiumbilling,new__policyproducttype,savings,claimid,claimstatus,claimcatastrophecode,claimcatastrophedesc,claimlosssuburb,claimlossstate,cls,claimincidentdescription,claimpolicenotified,claimpolicedate,claimpolicetime,claimfirenotified,claimreserve,claimexcesstotal,claimexcessapplicable,claimexcesswaived,policybrand,policystatus,policylob,policytype,policybillingrenewal,policyalterations,riskmotoragreedvalue,riskmotormarketvalue,risksuburb,riskstate,risksuminsured,riskmotorpurchaseprice,tpvehicleyear,tpvehicledriverage,ivehicleyear,ivehicledriverage,insured_parties,tp_parties,tp_parties_var,ActivityOwner,AdditionalInsured,Agent,AlternateContact,AnimalOwner,AppointmentContact,AssessmentLocation,Assessor,Broker,CaseManager,Claimant,ClaimantDependent,Complainant,Cyclist,DefenceBarrister,DefenceLawFirm,Defendant,Driver,Employee,Employer,Engineer,Executor,ExternalAssessor,Financier,FormerInsured,HireCarAgency,ImpactParty,IncidentParty,Informant,InjuredParty,Insured,InsuredRepresentative,Interestedparty,Investigator,LawEnforcementAgency,LegalCaseManager,ListedDriver,MainContact,MakeSafeProviderGeneralBuilder,Mortgagee,MotorRepairShop,NegotiationContact,Neighbour,Observer,Occupant,Other,OtherInsurer,Owner,OwningAgency,Passenger,Payee,Pedestrian,Plaintiff,PlaintiffLawFirm,PlaintiffsAttorney,Powerofattorney,PrimaryAssessor,RealEstateAgent,RecoveryAgent,RecoveryOnBehalfOf,RecoveryPayer,RepairShop,Repairer,Reporter,ResponsibleParty,ResponsiblePartyForIncident,SalvageService,ServiceProvider,SharpAgency,Supervisor,Supplier,Suspect,Swimmer,TPSettlementParty,Tenant,ThirdPartyInsurer,TowingAgency,TransportCarrier,UnitOwner,Vendor,Witness,claim_lag_losslodge,claim_lag_lossinception,claim_lag_lossalteration,fraud_class,prev_claims,POLICYINCEPTIONDATE,POLICYEXPIRYDATE,POLICYNBRCLAIMS,flag_claimpolicenotified,flag_claimfirenotified,flag_ivehicledriveable,flag_trt_ivehicledriveable,flag_trt_tpvehicledriveable,flag_prev_claims,flag_trt_ivehicletotalloss,flag_trt_tpvehicletotalloss,flag_newclaimlodgemethod_phone,new_claimlodgemethod_make,flag_aggclaimlosscause_driving,flag_aggclaimlosscause_parked,flag_aggclaimlosscause_theft,flag_aggclaimlosscause_hazard,flag_motorrepairshop,flag_salvageservice,flag_towingagency,alternate_fraud_class,flag_trt_tpvehicliedriveable,flag_trt_ivehicledamage,flag_trt_tpvehicledamage,flag_claimexcesswaived,flag_clsStat
Damage Whilst Driven,Yes,No,Yes,Yes,,Yes,No,Yes,Yes,,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6298288,Closed,,,BLACKTOWN,NSW,Third Party Hit in Rear by Insured,Actual time: 4:00 pm    I was driving along when a car infront of me suddenly stopped. I stepped on the break but since the road was wet my car just slide towards the rear of the other car    IV POI: front bumper  TP POI: rear bumper,No,NA,NA,No,6427.46,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,3220,0,WHALAN,NSW,3220,0,1997,0,1999,26.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,104,1,364,0,yes,2/15/2014,2/15/2015,0,0,0,1,1,1,1,1,1,1,NA,1,0,0,0,0,1,1,1,1,1,1,0,0
Damage Whilst Parked,,,,,,Yes,No,No,Yes,,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,Not at Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6298321,Closed,,,BALGOWNIE,NSW,Fire,I parked my car at the side of the street_ we accidentally woke up because of the noise from outside and we saw the fire coming from the cabin of the Ute and my car was partially burnt out.    IV POI: IV burnt out partially,Yes,2/16/2014,9900,No,11147.15,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,13250,0,BALGOWNIE,NSW,13250,0,0,0,2005,42.88,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,389,446,284,0,yes,11/27/2012,11/27/2014,0,1,0,0,0,0,1,1,0,1,NA,0,1,0,0,1,0,1,1,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,No,No,Yes,,Yes,No,No,Yes,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6298417,Closed,,,SOUTH DURRAS,NSW,Collision with Stationary Object,John Bass was driving_ he was on Durras Road_ Batemans Bay area_ on the way home from South Durras_ about 15 min from home. A roo jumped out and was in the middle_ he swerved to the left to miss the Roo_ he slightly clipped the guard rail with the front PS guard_ and the car went off the road. The car is in a spillway area_ in the water. The front part of the car is in water.  The police came out_ and called the towing agency_ they could,Yes,2/15/2014,84600,No,22782.49,600,600,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",1,23600,0,SURFSIDE,NSW,23600,22800,0,0,2010,42.69,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,215,150,0,yes,7/15/2013,7/15/2014,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,1,0,1,0,1,0,0,1
Damage Whilst Driven,,,,,,Yes,No,No,Yes,,Yes,No,No,Yes,No,No,No,No,No,No,Accept,At Fault,Phone,,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6298472,Closed,,,KELLYVILLE,NSW,Collision with Stationary Object,My daughter was driving on Greens Rd and reached a roundabout. As she was entering the roundabout she has lost control of the car due to the wet roads and the car slid into an embankment.  The vehicle has also hit a concrete partition    IV POI: front bumper off_ number plate gone_ bonnet indented and the lights have been damaged and possible radiator damage,No,NA,NA,No,5207.65,975,975,No,JCI,In force,Personal Insurance,Personal auto,"Automatic",0,6350,0,BALMAIN EAST,NSW,6350,7500,0,0,2001,23.88,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1090,1300,161,0,no,7/26/2010,7/26/2014,1,0,0,0,0,0,0,1,0,1,NA,1,0,0,0,0,1,1,1,0,1,0,0,1
Damage Whilst Driven,Yes,No,No,No,,Yes,No,No,No,,Yes,No,No,No,No,Yes,No,No,No,No,Withou,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Withou,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,28519.23,6298515,Closed,,,BUNDEENA,NSW,Hit a parked car,*****7.30am acutal time of accident*******  my husband has come round the corner and due to the roads being wet my husband has lost control of his car and has collided with a parked car(tp1) which has pushed that car into another parked car(tp2),No,NA,NA,No,0,650,650,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,9900,0,BUNDEENA,NSW,9900,0,1989,0,2007,32.32,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,69,296,0,yes,12/9/2013,12/9/2014,0,0,0,0,0,0,1,0,0,1,NA,1,0,0,0,0,0,0,1,0,1,1,0,0
Damage Whilst Driven,,,,,,Yes,No,No,Yes,,Yes,No,No,Yes,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6298516,Closed,,,BUNDEENA,NSW,Collision with Stationary Object,I was coming around a corner... and something was in the middle of the road and I have swerved to miss I have then come back onto the road but have lost control of my car causing me to go to the opposite side of the road into a ditch and hit some trees causing damage to my car,Yes,2/15/2014,81000,No,32693.67,1450,1450,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,26900,0,CARINGBAH SOUTH,NSW,26900,0,0,0,2011,22.81,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,535,383,347,0,yes,1/28/2013,1/28/2015,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,1,1,1,0,1,0,0,1
Theft,,,,,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6298546,Closed,,,WALLUMBILLA,QLD,Theft of vehicle,I went outside and noticed there was damage to my vehicle which_ according to the police_ happened whilst it was attempted to be stolen and whilst it was being pushed out of the driveway it collided with another vehicle. It was then pushed back into the driveway.    IV: Rear glass on hatch - smashed_ boot - dented/scraped_ Panels along D/S - scraped/dented,Yes,2/16/2014,45000,No,5945.29,600,600,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,13700,0,CENTENARY HEIGHTS,QLD,13700,0,0,0,2004,45.84,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,111,4223,160,0,yes,7/26/2002,7/26/2014,0,1,0,1,1,0,1,0,0,1,NA,0,0,1,0,1,0,1,1,0,1,0,0,0
Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6298618,Closed,,,DUBBO,NSW,Theft of vehicle,This morning_ I woke up to find my car missing from my home. I have contacted the police already.,Yes,NA,NA,No,13765.56,600,600,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",1,14500,0,DUBBO,NSW,14500,0,0,0,2004,27.62,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,331,34,0,yes,3/22/2013,3/22/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,1,1,0,1,0,1,0,0,0
Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,Not at Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6298815,Closed,,,KIRWAN,QLD,Theft of vehicle,My husband went fishing overnight and when he got back this morning_ he woke me up and said all the doors were open and the house had been broken into through the garage door. A set of keys and our car has been stolen. This car was previously stolen last September when keys were taken from our family home. Minors were responsible so were not charged/convicted. I had both sets of keys replaced at that time.,Yes,NA,NA,No,82908.7,600,600,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,79300,0,KIRWAN,QLD,79300,0,0,0,2010,31.65,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46,681,49,0,yes,4/6/2012,4/6/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,1,1,1,1,0,1,0,0,0
Damage Whilst Driven,Yes,Yes,No,Yes,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Accept,At Fault,Phone,Third Party Propert,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Third Party Propert,0,6298826,Closed,,,ST MARYS,NSW,Hit a parked car,My girlfriend Jade was driving her car and lost control and hit TP parked vehicle who was parked on the opposite side of the road.  POI IV: Front d/s corner  POI TP: Front d/s corner,Yes,NA,NA,No,1694.76,1050,1050,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,0,0,ST MARYS,NSW,0,0,1995,45.78,2000,24,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,24,341,0,yes,1/22/2014,1/22/2015,0,1,0,1,1,0,1,0,1,1,NA,1,0,0,0,0,1,0,1,0,1,1,0,0
Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,,INTERNET,Monthly,Accept,At Fault,Phone,INTERNET,Monthly,Motor Comprehensive,0,6298829,Closed,,,CHERMSIDE,QLD,Hit a parked car,I was exiting Jenson Road_ turning right. I have then accidentally hit a parked car on this adjoining road. I do not remember how it occurred. My car has been heavily damaged.     IV POI  - windscreen  - PS front    TP POI  - rear damage,Yes,NA,NA,No,9607.75,1950,1950,No,JCI,In force,Personal Insurance,Personal auto,"Automatic",0,12600,0,VICTORIA POINT,QLD,12600,12600,0,0,2007,19.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1103,26,339,0,yes,1/20/2014,1/20/2015,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,1,1,1,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6299020,Closed,,,RAWSON,VIC,Collision with Stationary Object,I was driving around a corner_ it was raining & I have lost control of the vehicle and have collided with a tree.,Yes,2/15/2014,76500,No,6152.07,500,500,No,APIA,In force,Personal Insurance,Personal auto,"Automatic",0,0,6850,RAWSON,VIC,6850,0,0,0,2003,64.23,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,227,138,0,yes,7/3/2013,7/3/2014,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,1,0,1,0,1,0,0,1
Damage Whilst Parked,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6299152,Closed,,,CUNDLETOWN,NSW,Accidental Damage whilst parked,I was trying to put my boat into the river and my car suddenly rolled into the river. The car was fully submerged in the river.  IV POI : Whole  Body Damaged,Yes,2/16/2014,45000,No,12830.85,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,14600,0,CUNDLETOWN,NSW,14600,16000,0,0,2002,44.59,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84,1177,284,0,yes,11/27/2010,11/27/2014,0,1,0,0,0,0,1,1,0,1,NA,0,1,0,0,1,1,1,1,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,No,No,Yes,,Yes,No,No,Yes,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6299222,Closed,,,COLDSTREAM,VIC,Roll Over,I was working long hours and i was approaching what i thought was a continuous strait road Early this morning. it was actually a  T intersection_ i have gone straight through and i have hit an embankment_ My car has then rolled and ended up on its roof     IVPOI front spoiler area _ roof_,No,NA,NA,No,94659.89,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,94700,0,NARRE WARREN NORTH,VIC,94700,80000,0,0,2010,45.52,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,573,702,28,0,yes,3/16/2012,3/16/2014,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,1,1,1,0,1,0,0,0
Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6299247,Closed,,,GLENDENNING,NSW,Theft of vehicle,Brief description of damage or loss: I had flat tyre when I was driving through owen street Glendinning at about 10:30 pm on 15/2/14 and because the rain and dark place I couldn't change the tyre so I called my partner to pick me up from that place .. as I park the car beside the kerb to come back next day to change the tyre .. I came this morning about 8:30 am 16/2/14 to the same place I left my car I couldn't find my car I drove through,Yes,2/16/2014,37500,No,7921.7,650,650,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,8025,0,BLACKETT,NSW,8025,0,0,0,2005,50.91,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,152,213,0,yes,9/17/2013,9/17/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,No,No,,Yes,No,No,No,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,,INTERNET,Monthly,Accept,At Fault,Phone,INTERNET,Monthly,Motor Comprehensive,0,6299273,Closed,,,RINGWOOD,VIC,Third Party Failed Right of Way,i was going straight on princess highway_ and then i was going straight and then there was A CAR GOING TO RIGHT SIDE_ i went left to another lane and i have hit that car.    points of impact  (iv) d/s   (tp) p/s rear door,No,NA,NA,No,4088.47,1200,1200,No,Bingle,In force,Personal Insurance,Personal auto,"Automatic",0,10300,0,West Footscray,VIC,10300,3500,0,36.79,2007,21.65,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,335,0,yes,1/17/2014,1/17/2015,0,0,0,0,0,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,0
Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6299815,Closed,,,GOULBURN,NSW,Collision with Stationary Object,*** IO COULD NOT REMEMBER EXACT TIME ***    I was travelling from Sydney to Queanbean. I was driving along on hume highway . A kangaroo came from my right in front of me . I tried to avoid hitting this kangaroo _ I lost control of my vehicle and hit a tree.,Yes,2/17/2014,5400,No,18471.22,1025,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,17940,0,QUEANBEYAN,NSW,17940,9000,0,0,2007,26.13,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,155,127,238,0,yes,10/13/2013,10/13/2014,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,0,1,1,0,1,0,0,1
Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,,DIRECT,Annual,Accept,Not at Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6299890,Closed,,,MATRAVILLE,NSW,Theft of vehicle,I went to go to get something out of my horsefloat which I had left near where my horse is kept - I had a wheel lock on the float so I don't understand how they took the float - We also had camp beds in the horse float and other personal property,Yes,2/16/2014,43200,No,15150,50,50,No,GIO,In force,Personal Insurance,Personal auto,"Manual",1,14700,0,BRONTE,NSW,14700,14700,0,0,2011,56.88,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316,677,53,0,yes,4/10/2012,4/10/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,Not at Fault,Phone,,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6299906,Closed,,,GRANVILLE,NSW,Insured Hit in Rear by Third Party,I WAS DRIVING ON PARRAMATTA RD_ CAME TO A INTERSECTION. I WAS STOPPED AND LOOKING AT A MAP TO SEE WHERE I WAS AND THE CAR BEHIND ME HIT MY CAR. THE LIGHT WAS GREEN BUT I WAS STOPPED.     IO POI REAR BUMPER/ BOOT    TPV POI FRONT BUMPER/ BONNET,Yes,NA,NA,No,3357.1,1000,600,No,Vero Corpo,In force,Personal Insurance,Personal auto,"Automatic",0,0,0,CHATSWOOD,NSW,0,0,0,0,2006,37.64,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16141,6,359,0,yes,1/31/2014,1/31/2015,0,1,0,1,1,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,0
Theft,,,,,,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6299934,Closed,,,PARRAMATTA,NSW,Theft of vehicle,I had my car parked in a carpark in a venue_ in left at 12.00 midnight and realised it was stolen.  iv dam : windscreen and frt hood   TIME OF THEFT WAS 17.2.2014 12.01AM NOT 16.2,Yes,2/17/2014,300,No,11042.71,600,600,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",1,7000,0,CASTLE HILL,NSW,7000,7000,0,0,2004,22.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1939,258,107,0,yes,6/3/2013,6/3/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,1,1,1,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,No,No,Yes,,Yes,No,No,Yes,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6300027,Closed,,,LEFROY,TAS,Collision with Stationary Object,I was drving me mrs home and I turned off on Lefroy rd on to brideport hwy and it felt like something in the front end just ripped me off the road and straight into a creek. Poi iv Front Bullbar.,No,NA,NA,No,18013.45,425,425,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,19100,0,PIPERS RIVER,TAS,19100,0,0,0,2007,30.74,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,535,195,170,0,yes,8/5/2013,8/5/2014,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,1,1,1,0,1,0,0,1
