agg__claimlosscause,claimlosscause,tpvehicledamage,tpvehicletowed,tpvehicledriveable,tpvehicletotalloss,tpvehiclerecovered,ivehicledamage,ivehicletowed,ivehicledriveable,ivehicletotalloss,ivehiclerecovered,trt__ivehicledamage,trt__ivehicledriveable,trt__ivehiclerecovered,trt__ivehicletotalloss,trt__ivehicletowed,trt__tpvehicledamage,trt__tpvehicledriveable,trt__tpvehiclerecovered,trt__tpvehicletotalloss,trt__tpvehicletowed,claimdecision,claimliability,claimlodgemethod,policyproducttype,policychannel,policypremiumbilling,new__claimdecision,new__claimliability,new__claimlodgemethod,new__policychannel,new__policypremiumbilling,new__policyproducttype,savings,claimid,claimstatus,claimcatastrophecode,claimcatastrophedesc,claimlosssuburb,claimlossstate,cls,claimincidentdescription,claimpolicenotified,claimpolicedate,claimpolicetime,claimfirenotified,claimreserve,claimexcesstotal,claimexcessapplicable,claimexcesswaived,policybrand,policystatus,policylob,policytype,policybillingrenewal,policyalterations,riskmotoragreedvalue,riskmotormarketvalue,risksuburb,riskstate,risksuminsured,riskmotorpurchaseprice,tpvehicleyear,tpvehicledriverage,ivehicleyear,ivehicledriverage,insured_parties,tp_parties,tp_parties_var,ActivityOwner,AdditionalInsured,Agent,AlternateContact,AnimalOwner,AppointmentContact,AssessmentLocation,Assessor,Broker,CaseManager,Claimant,ClaimantDependent,Complainant,Cyclist,DefenceBarrister,DefenceLawFirm,Defendant,Driver,Employee,Employer,Engineer,Executor,ExternalAssessor,Financier,FormerInsured,HireCarAgency,ImpactParty,IncidentParty,Informant,InjuredParty,Insured,InsuredRepresentative,Interestedparty,Investigator,LawEnforcementAgency,LegalCaseManager,ListedDriver,MainContact,MakeSafeProviderGeneralBuilder,Mortgagee,MotorRepairShop,NegotiationContact,Neighbour,Observer,Occupant,Other,OtherInsurer,Owner,OwningAgency,Passenger,Payee,Pedestrian,Plaintiff,PlaintiffLawFirm,PlaintiffsAttorney,Powerofattorney,PrimaryAssessor,RealEstateAgent,RecoveryAgent,RecoveryOnBehalfOf,RecoveryPayer,RepairShop,Repairer,Reporter,ResponsibleParty,ResponsiblePartyForIncident,SalvageService,ServiceProvider,SharpAgency,Supervisor,Supplier,Suspect,Swimmer,TPSettlementParty,Tenant,ThirdPartyInsurer,TowingAgency,TransportCarrier,UnitOwner,Vendor,Witness,claim_lag_losslodge,claim_lag_lossinception,claim_lag_lossalteration,fraud_class,prev_claims,POLICYINCEPTIONDATE,POLICYEXPIRYDATE,POLICYNBRCLAIMS,flag_claimpolicenotified,flag_claimfirenotified,flag_ivehicledriveable,flag_trt_ivehicledriveable,flag_trt_tpvehicledriveable,flag_prev_claims,flag_trt_ivehicletotalloss,flag_trt_tpvehicletotalloss,flag_newclaimlodgemethod_phone,new_claimlodgemethod_make,flag_aggclaimlosscause_driving,flag_aggclaimlosscause_parked,flag_aggclaimlosscause_theft,flag_aggclaimlosscause_hazard,flag_motorrepairshop,flag_salvageservice,flag_towingagency,alternate_fraud_class,flag_trt_tpvehicliedriveable,flag_trt_ivehicledamage,flag_trt_tpvehicledamage,flag_claimexcesswaived,flag_clsStat
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,INTERNET,Annual,Accept,At Fault,Phone,INTERNET,Annual,Motor Comprehensive,0,6449419,Closed,,,PRESTON,VIC,Collision with Stationary Object,time of accident 9:30am  My mother was at the Preston market. she accidentally collided into a brick wall  iv impact- front bumper_ bonnet,No,NA,NA,No,3790.45,575,575,No,APIA,In force,Personal Insurance,Personal auto,"Automatic",0,0,4000,WOLLERT,VIC,4000,0,0,0,1998,69.49,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,2,363,0,yes,3/21/2014,3/21/2015,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,1,1,1,0,1,0,0,1
Damage Whilst Driving,Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6449523,Closed,,,BROADMEADOWS,VIC,Third Party Hit in Rear by Insured,I was behind another car at a stop sign and thought the car in front of me was about to go so i looked around for oncoming traffic. I thought the car in front of me had already gone so i started to move and hit them in the rear.    IO POI: front bumper  TP POI: D/S tail light,No,NA,NA,No,6780.92,625,625,No,JCI,In force,Personal Insurance,Personal auto,"Automatic",0,5000,0,ROXBURGH PARK,VIC,5000,2800,2002,0,1997,26.26,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,3,362,0,yes,3/20/2014,3/20/2015,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6449542,Closed,,,CAMPBELLTOWN,SA,Collision with Stationary Object,I WAS REVERSING OUT OF MY CAR PARK SLOT AND IT WAS STILL DARK THEN AND ACCIDENTALLY HIT A WOODEN POLE WITH THE PASSENGERS SIDE LEFT BUMPER BAR AND PASSENGERS SIDE TAIL LIGHTS.    IV POI: PS REAR BUMPER BAR_ PS TAIL LIGHTS,No,NA,NA,No,709.97,450,450,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,14200,0,WAYVILLE,SA,14200,0,0,0,2007,36.27,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,10,355,0,yes,3/13/2014,3/13/2015,0,0,0,1,1,0,1,0,0,1,NA,1,0,0,0,1,0,0,1,0,1,0,0,1
Damage Whilst Parked,Damage Whilst Parked,,,,,,Yes,No,Yes,Yes,,Yes,Yes,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6449638,Closed,,,GUILDFORD,NSW,Accidental Damage whilst parked,I had the car parked on the street_ when I came out this morning I saw teh car had been damage.   POI-IV: D/s Rear Bumper,No,NA,NA,No,2322.01,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,3000,0,ROCKDALE,NSW,3000,0,0,0,1999,53.63,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,750,3,362,0,yes,3/19/2014,3/19/2015,0,0,0,1,1,0,1,1,0,1,NA,0,1,0,0,0,0,1,1,0,1,0,0,0
Damage Whilst Parked,Damage Whilst Parked,No,No,No,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6449658,Closed,,,TOWNVIEW,QLD,Accidental Damage whilst parked,My car was parked out of my house and some on has damaged it through the night.  IV POI - d/s doors  TPV POI - TBA,Yes,NA,NA,No,184.19,600,0,Ye,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,18200,0,TOWNVIEW,QLD,18200,0,0,0,2007,52.5,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,39,326,0,yes,2/12/2014,2/12/2015,0,1,0,1,1,0,1,0,0,1,NA,0,1,0,0,1,0,0,1,0,1,0,1,0
Theft,Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6449698,Closed,,,WERRIBEE,VIC,Theft of vehicle,I had the car parked infront of my workshop_ I had to drove a customer's car home. When I returned back to work the was gone. I Found out that in the afternoon.  POI-IV: Theft Vehicle,Yes,3/22/2014,55800,No,11025,775,775,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,11800,0,WERRIBEE,VIC,11800,6000,0,0,2005,46.74,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603,545,185,0,yes,9/23/2012,9/23/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Theft,Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6450626,Closed,,,MACKSVILLE,NSW,Theft of vehicle,*****loss time is 815***  when i woke up this morning _ i have discovered that my car that was parked in front of my girlfriend's house was stolen,Yes,NA,NA,No,22997.75,550,550,No,Shannons,In force,Personal Insurance,Personal auto,"Automatic",0,23000,0,NAMBUCCA HEADS,NSW,23000,0,0,0,2003,24.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,126,239,0,yes,11/18/2013,11/18/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Theft,Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Caravan Comprehensi,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Caravan Comprehensi,0,6450642,Closed,,,WALLACIA,NSW,Theft of vehicle,I had packed up my van and was all ready to go. I was going to get my son to take the van up to his place and store it in the garage. I saw in the morning that the van was gone. I have called the police to report this and I have also been looking at auction sites like ebay and gumtree,Yes,NA,NA,No,7300,400,200,No,APIA,In force,Personal Insurance,Personal auto,"Automatic",0,7500,0,WALLACIA,NSW,7500,0,0,0,2011,64.18,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21622,337,28,0,yes,4/6/2013,4/6/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,Yes,No,No,,Yes,No,No,No,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6450815,Closed,,,MILPERRA,NSW,Collision with Stationary Object,**TIME OF LOSS 05.00AM**  I was driving along a road and i drove over something_ it has punctured my fuel tank.    IO POI: underneath the vehicle,No,NA,NA,No,323.4,1275,1275,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,18000,0,INGLEBURN,NSW,18000,0,0,0,2006,21.47,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,9,356,0,yes,3/15/2014,3/15/2015,0,0,0,0,0,0,1,0,0,1,NA,1,0,0,0,0,0,1,1,0,1,0,0,1
Theft,Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,,INTERNET,Monthly,Accept,Not at Fault,Phone,INTERNET,Monthly,Motor Comprehensive,0,6450858,Closed,,,Ettalong Beach,NSW,Theft of vehicle,Actual    I was getting ready to go out to get some parts for my motorbike and had noticed that my car had gone missing.,Yes,3/24/2014,33300,No,8400,600,600,No,Bingle,In force,Personal Insurance,Personal auto,"Automatic",0,9000,0,Ettalong Beach,NSW,9000,7999,0,0,2003,41.04,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,67,298,0,yes,1/16/2014,1/16/2015,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Theft,Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,At Fault,Phone,,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6451721,Closed,,,CHIGWELL,TAS,Theft of vehicle,I have left a mates place after a few drinks and when I walked out and my car was gone.  POI io whole car,Yes,NA,NA,No,5550,450,450,No,JCI,In force,Personal Insurance,Personal auto,"Automatic",0,6000,0,CHIGWELL,TAS,6000,5000,0,0,1992,29.22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3425,44,321,0,yes,2/5/2014,2/5/2015,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,At Fault,Phone,,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6451818,Closed,,,WODONGA,VIC,Collision with Stationary Object,My husband was driving our car towing our caravan when he has accidentally hit a tree branch which has touched the awning arm on the left side of the caravan. And has dented the checker plating on the left side of the caravan,No,NA,NA,No,1635.14,200,200,No,CIL,In force,Personal Insurance,Personal auto,"Automatic",0,60000,0,MURDOCH,WA,60000,0,0,0,2014,60.33,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,4,361,0,yes,3/19/2014,3/19/2015,0,0,0,1,1,0,1,0,0,1,NA,1,0,0,0,1,0,0,1,0,1,0,0,1
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6451878,Closed,,,SCOTT CREEK,SA,Collision with Stationary Object,I was driving along Morgan Road_ I am not sure what exactly happened_ the rear of my car went off the road_ I lost control and hit a tree on the opposite side of the road which was on my right.    POIiV:Front end damaged_ crack on the roof_ windscreen_ bonnet_ headlight_ air deployed,Yes,NA,NA,No,8541.45,1950,1950,No,JCI,In force,Personal Insurance,Personal auto,"Automatic",1,11500,0,MORPHETT VALE,SA,11500,11500,0,0,2002,28.98,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429,44,321,0,yes,2/6/2014,2/6/2015,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,1,0,1,0,1,0,0,1
Mechanical,Mechanical,,,,,,Yes,Yes,No,No,,Yes,No,No,No,Yes,No,No,No,No,No,Reject,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Reject,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6451960,Closed,,,PRESTONS,NSW,Mechanical Breakdown,***CLAIM HAS BEEN REJECTED **I was driving on the freeway when my motor suddenly stopped but the car is still rolling. So I pulled on the side of the road and tried to get the car started and 10 sec later the car had revved and a white smoke came out of the vehicle. A friend of mine came to pick me up and we rented a car trailer. My friend helped me tow the car back home and as we were on our way_ for some reason_ the ramp of the trailer,No,NA,NA,No,0,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,17100,0,EAGLE VALE,NSW,17100,0,0,0,2007,26.46,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,3,362,0,yes,3/20/2014,3/20/2015,0,0,0,0,0,0,1,0,0,1,NA,0,0,0,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6452023,Closed,,,CARCOAR,NSW,Collision with Stationary Object,I was driving and I think I have dozed off and my car has gone off the road and I have gone over some bush.    IV POI: steering making noises_ front bumper ripped_ front bumper paint,No,NA,NA,No,6216.14,650,650,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,7700,0,CARCOAR,NSW,7700,0,0,0,2004,60.27,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2306,488,242,0,yes,11/19/2012,11/19/2014,0,0,0,0,0,0,1,0,0,1,NA,1,0,0,0,0,0,1,1,0,1,0,0,1
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,No,No,Yes,,Yes,No,No,Yes,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6452052,Closed,,,CALLIOPE,QLD,Collision with Stationary Object,***REGO 324KPJ****I was driving and a cow has come on the road and I have veered off the road and my car has gone into the water.    IV POI: p/s rear door dented_ front damaged,No,NA,NA,No,19944.45,600,600,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,44500,0,CALLIOPE,QLD,44500,0,0,0,2009,27.02,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2565,23,342,0,yes,2/27/2014,2/27/2015,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,1,1,1,0,1,0,0,1
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6452089,Closed,,,MATRAVILLE,NSW,Collision with Stationary Object,My daughter was driving along Bunnerong Road turned left in Australia Avenue_ when she turned left put her foot into accelator instead of break and collided with a pole    POI IV - front bumper,No,NA,NA,No,2222.1,1025,1025,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,3200,0,BEXLEY,NSW,3200,0,0,0,2000,22.96,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2295,20,345,0,yes,3/2/2014,3/2/2015,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,1,0,1,0,1,0,0,1
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6452096,Closed,,,GREYSTANES,NSW,Insured Failed Right of Way,I HAD MILD STROKE & CRASHED INTO A PARKED BUS ON THE SIDE OF THE ROAD.  I PASSED OUT FROM THE MILD STROKE.  I THEN REBOUNDED OFF THE BUS & HIT A BOX TRAILER PARKED IN FRONT OF THE PARKED BUS.  THE POLICE & AMBULANCE WERE ALSO CALLED.    POI: INSURED: LEFT FRONT GUARD/BUMPER  POI: TP1: BUS: DRIVER SIDE PANELS  POI: TP2: TRAILER: UNSURE - NO DETAILS,Yes,NA,NA,No,14347.15,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,14300,0,MERRYLANDS,NSW,14300,15000,0,0,2008,77.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13610,2902,20,0,no,4/3/2006,4/3/2014,1,1,0,0,0,0,0,1,0,1,NA,1,0,0,0,1,1,1,1,0,1,0,0,0
Theft,Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Third Party Propert,DIRECT,Annual,Accept,Not at Fault,Phone,DIRECT,Annual,Third Party Propert,0,6452582,Closed,,,HAMILTON HILL,WA,Theft of vehicle,I last saw my bike parked on the lawn outside my house last night. When I went out to use it this morning I discovered it was missing. I've reported the theft to police.,Yes,NA,NA,No,4600,400,400,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,0,0,HAMILTON HILL,WA,0,5000,0,0,2007,20.96,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,235,130,0,yes,8/1/2013,8/1/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,Yes,No,No,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6452584,Closed,,,CARLTON,VIC,Third Party Hit in Rear by Insured,I was driving along Rathdowne street heading south_ and the other car was double-parked and he suddenly made a stop but I didn't notice him so I accidentally click the back of his car_ and I tried to swerve around him and it caught the front and the passenger side mirror of my car.    IV POI: P/S headlight_ front P/S panel_ and front P/S mirror  TPV POI: rear D/S bumper bar,No,NA,NA,No,5264.45,720,720,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,42000,0,COBURG NORTH,VIC,42000,0,0,25.16,2009,50.01,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5212,27,338,0,yes,2/21/2014,2/21/2015,0,0,0,1,1,0,1,0,0,1,NA,1,0,0,0,1,0,0,1,0,1,1,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,No,No,Yes,,Yes,No,No,Yes,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6452775,Closed,,,PATTERSON LAKES,VIC,Collision with Stationary Object,I went to pick up my son who was staying at his friends house. My tyre went flat and because the road was wet it spun and hit a kerb.,No,NA,NA,No,7452.85,650,650,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,8400,0,WATERWAYS,VIC,8400,0,0,0,2004,40.52,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2904,4,361,0,yes,3/18/2014,3/18/2015,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,1,0,1,0,1,0,0,1
